POA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA6156,3,0,3,0,4,0,8,34,14,95,28,93,0,264,10,7,62,40,116,3,245,3,0,26,7,14,0,55,6,0,73,50,295,16,440,9,4,30,19,30,4,85,8,7,40,28,46,3,131,4,0,21,15,31,7,73,5,3,40,34,71,10,153,3,3,9,9,11,0,34,10,5,45,19,13,4,102,8,0,27,21,33,0,87,53,25,171,49,50,10,352,5,0,29,10,31,0,65,15,17,65,47,47,3,186,49,25,78,19,19,0,193,31,13,91,16,19,5,177,7,0,21,7,13,0,53,3,3,12,15,66,3,98,16,5,48,22,74,12,178,281,124,983,445,1055,77,2973,0,0,0,0,0,0,3,8,4,24,9,11,0,60,6,0,37,10,20,5,78,3,0,4,0,4,0,11,3,5,27,18,18,3,68,3,0,18,8,13,0,43,0,3,68,34,56,7,172,4,0,36,26
POA6157,0,0,4,3,4,0,15,26,9,85,14,66,9,204,21,3,41,28,82,0,174,6,0,8,9,19,0,43,9,0,57,55,253,15,390,3,4,34,20,29,0,88,9,3,29,17,50,4,111,0,0,20,14,38,0,75,9,3,28,32,43,5,122,4,0,18,5,7,0,35,3,3,16,17,11,0,51,4,0,9,17,17,3,50,35,17,120,40,26,5,247,0,6,16,7,24,0,45,17,12,60,29,42,9,172,61,20,95,13,11,0,204,38,8,94,14,26,0,177,3,0,22,6,9,0,47,4,0,16,14,46,0,75,9,4,35,21,38,10,115,269,98,805,383,838,62,2451,0,0,3,0,4,0,4,3,3,35,13,6,0,66,3,0,26,5,17,4,53,3,3,6,0,3,0,12,0,3,17,12,6,3,43,3,0,12,3,8,3,30,3,7,56,35,39,13,158,0,0,22,13
POA6158,0,0,4,0,3,0,10,23,3,50,16,22,4,116,3,3,37,16,31,0,83,3,0,8,3,9,0,20,6,0,41,25,113,9,202,0,0,13,3,9,4,35,5,3,28,16,17,6,66,0,3,17,6,22,0,43,4,3,3,18,14,3,45,0,0,15,0,5,0,17,16,3,29,14,0,0,66,3,0,18,7,7,0,38,30,8,124,20,15,3,200,3,0,13,3,8,0,34,19,11,36,10,15,3,104,37,19,48,15,13,0,128,35,12,69,3,6,0,129,7,0,13,3,0,4,27,4,4,9,3,15,0,35,8,3,19,7,16,4,61,205,84,582,197,339,45,1451,0,0,6,0,0,0,12,3,0,16,5,0,0,31,4,4,11,0,4,0,19,0,0,5,0,0,0,10,7,3,9,5,11,0,35,0,0,8,5,3,0,20,3,3,33,22,16,5,85,4,4,19,11
POA6159,0,0,0,3,0,0,0,10,3,29,5,11,0,56,3,0,10,4,8,0,25,0,0,3,0,0,0,5,0,0,22,10,26,0,67,3,0,0,3,5,0,18,0,0,15,3,3,0,23,0,0,16,3,3,0,22,3,0,3,12,11,3,24,4,0,4,0,3,0,17,0,3,14,7,0,0,25,0,0,9,9,4,0,21,34,4,60,11,8,3,116,3,0,5,4,3,0,12,9,5,11,10,7,0,32,17,4,17,0,4,0,50,24,3,42,4,3,0,76,0,0,5,9,0,0,14,5,0,8,0,8,0,16,6,0,11,12,11,3,39,129,26,293,104,116,11,673,0,0,3,0,0,0,0,7,3,13,4,0,0,32,3,0,6,6,0,0,14,3,0,3,0,0,0,4,0,0,6,4,0,0,13,0,0,6,3,0,0,14,4,0,16,4,7,3,35,3,0,6,3
POA6160,0,0,4,0,3,0,9,20,0,38,15,31,0,98,12,5,28,12,39,3,100,3,0,10,4,10,0,24,6,3,35,19,91,6,153,0,0,16,4,3,0,20,3,3,31,15,14,3,69,3,3,20,19,30,0,75,5,4,21,24,23,3,76,0,3,16,4,3,0,25,10,3,13,7,0,3,31,0,0,7,3,13,0,25,42,16,120,25,20,6,220,0,0,10,5,14,0,27,21,4,43,20,14,3,100,59,23,50,9,18,3,162,45,8,82,8,11,3,161,6,0,19,10,11,0,53,4,3,10,9,20,4,43,14,0,26,16,23,6,83,247,76,590,212,392,52,1565,0,0,0,0,0,0,4,10,5,19,3,0,0,37,6,0,21,4,7,0,33,3,0,3,0,0,0,5,0,0,16,5,6,3,33,0,0,3,3,0,3,12,4,5,41,15,27,3,94,7,7,42,29
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6162,0,0,8,0,10,0,16,20,3,51,10,38,3,129,15,3,35,19,59,4,139,4,3,9,6,8,0,26,6,0,48,46,162,3,267,0,0,14,0,17,0,38,3,0,23,11,43,3,83,7,0,10,18,31,5,80,7,3,16,27,41,0,94,0,0,8,3,12,4,30,10,0,14,5,12,4,44,0,3,7,9,10,0,33,44,3,136,40,31,6,259,0,0,11,14,12,0,45,40,9,40,24,34,4,156,64,30,88,8,18,3,215,25,11,79,10,14,7,145,6,3,16,6,13,0,41,3,0,9,6,27,3,48,5,0,47,9,44,5,108,274,72,665,274,641,60,1982,0,0,3,0,0,0,5,9,0,26,0,5,0,48,9,0,24,8,12,5,52,0,0,4,4,0,0,14,3,3,11,6,14,0,41,0,0,7,0,9,0,19,8,3,37,36,26,8,118,3,7,39,17
POA6163,4,0,11,13,32,3,61,38,10,128,67,277,15,533,33,8,165,107,541,38,884,15,4,33,22,64,3,136,19,19,153,158,1042,59,1453,9,6,63,35,133,11,251,23,6,98,73,213,21,440,8,3,75,74,155,12,326,18,11,80,90,252,17,470,7,0,31,20,33,3,101,7,12,51,33,26,8,129,8,0,42,20,36,7,109,111,22,338,102,107,37,719,15,8,58,38,94,5,215,53,25,169,116,181,18,563,141,76,263,55,69,4,616,76,33,212,68,101,21,509,6,0,48,22,49,3,133,12,7,44,31,270,5,375,25,0,88,64,221,86,488,633,253,2151,1197,3886,390,8506,0,0,7,3,4,0,23,9,12,56,16,28,7,128,19,3,73,42,66,6,213,0,3,17,8,10,0,45,7,9,56,50,71,10,204,5,5,33,20,29,9,103,27,11,182,130,240,42,630,10,4,108,88
POA6164,5,0,18,8,27,3,63,95,22,221,106,442,23,897,35,10,183,131,725,36,1117,22,7,58,30,96,11,222,42,9,168,184,1348,46,1796,15,10,71,54,167,16,330,32,5,106,113,280,18,563,20,5,81,72,161,17,351,21,15,106,121,318,42,620,4,9,36,39,32,5,124,34,10,107,59,43,10,259,5,0,32,23,48,11,129,121,27,426,128,159,35,903,6,7,60,33,137,7,247,67,36,172,165,239,16,694,107,50,232,51,96,11,547,80,29,240,87,111,16,558,5,0,37,28,44,4,117,12,4,46,42,371,12,487,38,8,83,76,328,62,596,771,256,2476,1549,5176,378,10609,4,0,25,3,4,3,39,18,8,69,34,51,6,194,23,3,86,64,86,15,277,7,5,34,19,19,0,80,14,10,79,73,102,15,296,10,7,46,30,53,3,147,22,12,196,144,316,38,738,14,4,93,78
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,0,7,3,23,4,34,6,3,20,12,57,6,105,7,0,24,27,163,11,233,4,0,8,9,16,0,36,0,0,27,39,259,6,336,0,0,8,8,26,7,45,0,0,11,14,37,0,67,0,0,3,7,18,0,31,3,3,18,18,75,8,121,3,0,5,4,6,0,18,0,0,5,7,3,0,16,0,0,9,8,11,3,28,11,0,43,21,31,11,113,0,0,4,6,15,3,29,3,3,32,21,41,9,110,7,4,31,7,5,4,62,7,3,29,7,9,0,63,0,0,0,5,0,3,13,0,0,6,8,78,0,96,0,4,14,14,65,8,102,62,26,300,250,941,80,1656,0,0,0,5,5,0,10,4,0,11,0,12,0,24,3,0,14,8,15,0,44,0,0,0,0,3,0,6,0,3,14,16,20,0,50,0,0,3,7,13,0,26,0,3,18,39,59,12,120,0,0,9,10
POA6167,0,0,3,3,13,3,26,13,0,39,36,159,10,246,10,3,61,47,305,19,452,0,0,24,10,28,3,63,5,3,54,46,477,35,618,0,0,16,12,55,5,92,7,0,28,22,103,13,182,3,0,16,28,72,5,126,7,0,37,50,132,22,246,3,0,10,3,13,0,31,3,0,11,6,7,0,37,6,0,9,5,25,4,48,22,6,78,38,68,10,231,4,3,16,20,57,8,112,16,10,53,57,109,16,258,16,10,55,23,28,3,146,16,0,48,19,44,7,142,0,0,7,9,20,0,36,0,0,10,18,119,8,163,0,3,27,18,151,33,234,134,58,615,478,2008,193,3483,0,0,0,4,13,3,19,3,0,17,4,17,7,47,5,3,24,21,37,5,98,4,0,0,3,15,0,26,3,0,18,20,36,3,81,0,0,8,9,13,4,39,7,9,51,56,153,19,296,3,0,20,25
POA6168,0,0,3,0,16,0,13,4,0,24,30,180,6,243,6,0,32,37,291,18,382,0,0,5,8,47,0,63,3,4,13,48,463,24,553,3,0,3,8,54,4,69,0,0,14,32,100,3,148,3,3,13,18,71,7,108,3,0,8,28,109,15,161,0,0,4,4,6,0,19,3,0,7,4,15,0,35,0,0,8,8,22,3,43,12,3,27,37,43,4,134,0,0,10,14,57,4,81,21,12,83,121,310,8,557,16,16,36,8,30,0,103,0,7,25,29,54,3,119,0,0,4,4,23,0,26,0,0,7,12,99,5,128,5,0,9,18,113,25,172,86,44,342,456,2100,128,3154,0,0,0,7,3,0,18,0,0,7,14,22,3,40,5,3,10,21,20,3,67,0,0,0,3,0,0,6,3,0,4,23,38,7,72,0,0,3,3,11,0,21,4,0,19,33,133,11,203,4,0,23,27
POA6169,0,0,3,3,18,0,29,14,3,42,43,374,18,494,11,0,48,78,490,12,638,0,0,8,20,83,3,114,3,0,39,74,753,52,920,0,3,12,19,86,9,120,5,0,42,34,165,5,247,0,0,13,29,77,5,122,3,3,11,42,169,16,248,0,0,3,15,21,4,51,4,0,11,7,34,3,55,3,0,3,22,41,3,68,30,8,74,54,101,11,270,0,0,11,16,85,4,125,30,16,75,158,259,16,559,19,23,77,28,58,5,208,16,7,48,38,54,9,168,0,0,6,9,23,0,46,3,0,15,12,180,5,217,5,3,16,40,193,26,279,135,79,574,732,3256,213,4987,0,0,3,3,8,0,14,5,0,13,16,27,5,71,3,0,22,34,58,6,126,4,0,5,10,12,3,32,0,0,18,19,65,3,114,0,0,9,10,14,0,40,8,7,41,76,193,38,359,0,0,33,36
POA6170,0,0,0,3,7,0,6,11,4,33,16,94,3,169,6,0,46,30,138,9,230,8,0,12,4,16,0,47,7,0,32,36,258,10,336,4,0,20,19,31,5,81,14,3,26,18,67,4,134,3,0,18,33,48,6,98,9,0,30,35,64,17,152,0,0,11,3,13,0,23,9,0,15,3,4,0,35,0,0,3,11,7,0,22,40,3,75,23,39,7,180,4,0,16,11,34,0,64,17,8,50,43,85,3,209,21,7,30,14,9,0,82,9,12,36,22,25,0,105,0,0,7,4,8,3,26,11,5,14,13,85,0,125,5,0,19,13,65,10,107,186,49,479,348,1100,82,2241,0,0,3,0,7,0,6,3,0,13,7,14,0,34,0,3,23,13,19,4,60,3,0,7,0,3,0,17,3,0,13,12,23,3,59,0,0,9,9,17,3,34,12,8,34,25,89,8,168,6,0,24,21
POA6171,3,0,3,8,21,3,34,12,3,75,68,478,19,652,19,8,53,83,408,19,585,0,0,20,15,79,3,116,8,4,57,66,821,30,989,6,0,20,32,98,10,157,3,0,32,42,149,10,242,4,3,17,26,88,6,139,6,4,32,40,174,17,269,4,0,13,9,19,3,42,3,0,16,19,25,0,75,0,0,15,9,36,3,68,21,5,81,71,95,10,290,0,3,10,14,65,8,104,19,13,91,153,281,18,573,25,19,74,25,37,3,186,22,3,64,31,38,6,166,0,0,7,10,31,0,49,8,3,14,24,191,0,242,7,0,25,26,148,22,235,169,75,717,774,3286,192,5209,0,0,4,7,8,3,24,3,8,22,18,22,4,76,7,0,30,25,57,8,128,0,3,8,12,12,0,25,4,3,16,42,62,6,137,0,3,7,16,29,0,57,4,8,41,87,226,23,388,6,3,29,33
POA6172,0,0,3,0,10,0,10,6,0,17,30,168,11,227,6,0,15,32,190,12,248,0,0,3,9,17,0,30,0,0,13,28,311,11,361,0,0,4,5,36,3,53,3,0,13,22,74,3,110,0,0,5,11,40,0,53,0,0,3,21,70,6,104,0,0,3,4,14,4,21,4,0,4,13,13,3,31,0,0,0,3,15,0,28,3,0,22,22,33,0,83,0,0,9,8,29,3,44,17,7,30,79,114,5,251,6,8,34,15,12,0,76,5,5,17,9,19,3,54,0,0,0,3,12,0,18,3,0,3,8,62,5,80,0,0,3,18,77,11,112,56,18,207,325,1305,83,1992,0,0,0,3,4,0,6,0,0,4,8,8,0,22,0,0,8,13,28,0,47,0,0,7,5,9,0,15,0,0,0,20,26,6,46,0,0,3,5,9,0,14,4,6,24,27,120,12,192,0,0,9,22
POA6173,0,0,0,0,7,0,8,6,7,29,34,209,17,300,7,0,24,37,167,9,245,7,0,11,19,28,0,59,5,0,26,31,382,8,451,0,0,6,3,31,0,41,3,0,9,13,49,3,75,0,0,7,4,33,0,48,0,0,10,15,42,3,71,0,0,0,4,23,0,27,3,0,11,15,4,0,33,0,0,3,0,16,3,30,8,4,45,29,37,3,125,0,4,4,9,17,0,35,18,6,45,76,106,10,254,14,6,34,11,22,0,82,6,3,45,17,12,0,75,0,0,3,3,19,3,33,5,0,3,5,52,3,60,4,0,9,24,76,17,123,76,39,311,340,1330,79,2173,0,0,0,0,3,4,4,0,0,9,3,19,0,28,0,0,4,16,15,0,42,0,0,0,7,5,0,7,4,0,11,13,26,0,47,0,0,0,3,8,3,18,0,0,25,25,75,11,134,0,0,3,8
POA6174,0,0,0,0,4,0,7,0,0,6,5,66,3,81,0,0,5,3,62,0,85,0,0,0,6,13,0,18,3,0,7,11,113,3,139,0,0,0,0,8,0,8,0,0,4,0,22,0,29,0,0,3,3,3,0,11,0,0,0,5,21,0,24,0,0,0,0,0,0,0,0,0,3,3,5,0,14,0,0,0,0,5,0,6,0,0,4,3,16,0,28,0,0,3,0,9,0,8,3,0,6,12,24,5,49,0,3,20,3,7,0,33,0,0,6,3,0,0,8,0,0,0,0,0,0,3,0,0,0,4,23,0,25,0,0,0,5,30,3,39,9,9,67,65,433,27,608,0,0,0,0,0,0,3,0,0,6,0,6,0,12,0,0,7,0,9,0,20,0,0,0,0,3,0,0,0,0,0,8,5,0,17,0,0,4,3,4,0,8,0,0,3,9,15,7,35,0,0,6,0
POA6175,0,0,0,0,0,0,3,0,0,11,9,55,4,83,4,0,4,10,57,0,68,0,0,3,3,8,0,14,0,3,3,16,134,3,153,0,0,0,0,4,0,11,0,0,3,5,13,0,25,0,0,0,3,9,0,15,0,0,3,8,9,0,20,0,0,3,4,7,0,10,0,0,3,0,4,0,11,0,0,0,3,6,0,10,3,0,16,14,13,0,44,0,0,0,4,4,0,5,0,3,6,13,22,0,44,3,5,24,3,0,0,40,0,0,6,3,4,0,18,0,0,0,0,5,0,4,3,0,0,0,18,4,24,0,0,0,3,14,0,17,17,13,84,102,393,17,620,0,0,0,0,0,0,0,0,0,4,0,3,0,12,0,0,9,3,11,0,18,0,0,3,0,0,0,4,0,0,0,6,10,3,15,0,0,0,0,0,0,3,0,0,3,8,9,3,23,0,0,0,0
POA6176,0,0,0,0,3,0,6,0,0,0,3,11,0,18,0,0,3,6,18,6,30,0,0,0,0,0,0,0,0,0,0,3,40,4,49,0,0,0,0,4,0,9,0,0,0,0,4,0,6,0,0,0,3,0,0,4,0,0,0,3,8,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,3,0,8,0,0,0,0,3,0,3,0,0,0,5,12,0,23,0,0,3,0,7,0,11,0,0,7,3,0,0,7,0,0,0,0,3,0,7,0,0,0,0,13,3,17,0,0,0,3,11,0,12,12,0,25,33,152,19,240,0,0,3,0,3,0,7,0,0,0,0,7,0,9,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,6,0,13,0,0,0,0,0,0,0,0,0,0,7,13,0,22,0,0,5,0
POA6180,0,0,0,0,0,0,0,0,0,9,9,107,4,131,4,0,4,15,67,3,88,0,0,3,0,10,0,15,3,0,4,21,131,5,164,0,0,5,0,16,0,29,3,0,3,3,30,0,44,0,0,6,5,14,3,27,0,0,3,5,18,0,32,0,0,0,0,3,0,4,0,0,3,0,0,0,5,0,0,0,0,11,0,16,4,0,8,9,6,3,27,0,0,0,3,21,3,26,0,0,11,19,24,0,55,5,8,23,0,3,0,41,3,3,3,3,11,0,18,0,0,0,0,3,0,3,0,0,0,3,35,0,39,0,0,3,3,36,0,48,25,13,79,101,567,26,815,0,0,0,0,0,0,0,0,0,3,7,13,3,21,0,0,4,4,14,0,22,0,0,0,0,0,0,0,0,0,3,4,12,0,23,0,0,0,0,0,0,7,0,0,6,10,39,9,72,0,0,3,7
POA6181,0,0,0,0,0,0,0,0,0,0,3,14,0,12,0,0,0,3,9,0,12,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,4,0,7,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,3,0,7,0,0,13,14,73,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,4,3,0,8,0,0,0,3,25,3,25,0,0,0,3,15,0,16,0,0,0,0,3,0,8,0,0,0,3,32,0,36,0,0,0,0,3,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,0,4,6,0,13,0,0,0,3,0,0,4,0,0,0,0,3,0,4,0,0,0,0,5,0,8,0,0,0,0,6,0,11,0,0,0,0,7,0,9,4,0,8,23,125,3,168,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,3,0
POA6208,0,0,0,0,11,5,25,3,3,14,17,214,7,268,0,0,8,16,159,10,207,0,0,0,3,25,0,26,0,0,8,20,197,14,235,0,0,0,6,28,0,34,0,0,3,10,45,0,56,0,0,0,3,20,3,31,0,0,5,5,35,3,46,0,0,0,4,3,0,7,0,0,0,0,6,0,7,0,0,4,0,4,4,13,3,0,13,7,23,0,42,0,0,0,3,18,0,27,3,0,11,15,33,3,67,3,7,19,3,13,0,50,3,3,5,7,10,0,33,0,0,0,3,5,3,12,0,0,3,3,62,3,65,0,0,0,6,68,8,83,23,14,105,133,980,70,1324,0,0,4,3,8,3,26,0,0,5,8,11,0,31,0,0,10,9,17,0,46,0,0,0,0,3,0,4,0,3,3,8,11,0,28,0,0,0,3,7,0,9,0,0,12,18,75,7,111,0,0,4,10
POA6209,0,0,0,0,0,0,3,0,0,3,4,17,3,24,0,0,0,0,23,0,26,0,0,0,0,3,0,3,4,0,3,3,33,6,46,0,0,0,0,3,0,3,0,0,3,3,9,0,16,0,0,0,0,0,0,3,0,0,0,0,5,0,10,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,5,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,5,0,14,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,10,0,10,0,0,0,0,9,0,10,3,0,20,19,141,12,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,5,3,10,0,0,0,0,0,0,0,0,0,3,0,13,3,18,0,0,0,0
